tweets;1.kisi;2.kisi;3.kisi;total
kýsmetse olur izliyorum didemin kirpiðine takma kirpik diye siyah bi yelpaze takmýþlar 3-4 kere gözünü hýzlý kapatýp açsa kasýrga çýkarýr;1;1;1;1
Ya þu kýsmetse olur yarýþmacýlarý özellikle Adnan nasýl iðrenç oynuyor nasýl iðrenç yaa þaklaban;1;1;1;1
tankut hakkýnda kurabilceðim o kadar çok cümle var ki kkskskdkd neyse direkt bomboþ bi insan bomboþþþ;1;1;1;1
Lütfen bir Allahýn kulu 'Evleneceksen gel,Kýsmetse olur ve özellikle Ýþte Benim Stilimde ki kýzlarý dövsün aðýzlarýna terlikle vursun!;1;1;1;1
kari kavgalarýna girme diyen eserin karý kavgalarýnda en basta kavga ettiði günleri gördük biliyoruz kýsmetse olur unutmadýk gö;1;1;1;1
kýsmetse olur olayýný duydunuz mu bilmiyorum gerçekten gün geçtikçe daha da rezilleþiyoruz;1;1;1;1
Çok biliyorsun ünal haddi bil sakalýna bakta konuþ;1;1;1;1
kismetse olur sozde evlilik progmi izleyenlerin pisikolijisini bozuyor yayindan kaldirlmasi uygundur;1;1;1;1
kýsmetse olur'da az önce onur sinirden yerinde zýpladý ya djdnfjkdkfsgscfdkfjdkd;0;0;0;0
Kýsmetse olur Aycan senden nefret ediyorum nefretttttt;1;1;1;1
Kýsmetse olur izliyorum blogger ünal senin o sakallarýný tek tek cýmbýzla alýrým baþýmý aðrýtýyosun ya;1;1;1;1
"Tv de ""Kismetse Olur""diye bir program var. Soyle bir baktim da insanlarin akliyla alay ediyorlar";1;1;1;1
Kýsmetse olur çok baydýnýz;1;1;1;1
öðle aralarý cafe armonide kýsmetse olur izlemeyi özlediniz biliyorum;0;0;0;0
Kýsmetse olur'dan kim elense takibe alýyor, içerde bulamadýklarý mutluluðu sosyal medyada mý arýyorlar?;0;0;0;0
Kýsmetse olur senaryosunu bize versinler reyting rekoru kýrar aq;1;1;1;1
Kiz kardsim 3 sa. kismetse olur izliyor o yetmzmis gibi 3 saatr kiz gozlrine aglmk degil gulmek yakisr diyr agzyla gulen gordunuz mu la hi;1;1;1;1
Kismetse olur rabia siz bos anlamsýz sözünuz nerde kaldý haluk bey;1;1;1;1
Kýsmetse olur vb programlar kaldýrýlsýn çünkü devam ettiði sürece bu ülkedeki insanlar sapkýnlýktan hiçbir zaman kurtulamayacak!;1;1;1;1
ygsden istediðim sonuc alamazsam kýsmetse olur evine girerim heralde ya;0;0;0;0
Uyanýyorum önce kýsmetse olur o biter bitmez zuhal topal sonra bulaþýklar iflah olmaz bir ev hanýmýyým;1;1;1;1
Çok uzun zaman sonra Kýsmetse Olur ve Ýþte benim Stilim'e maruz kaldým... bu nasýl bir acý... nasýl insanlar bunlar;1;1;1;1
enterika evisiniz aha buyrun pizzadanda soðudum pehhhhh....;1;1;1;1
Sevgilim kafayý yedi bi an önce okullar açýlsýn da kýsmetse olur faslý kapansýn yoksa ben kapatcam kendisini.;1;1;1;1
kýsmetse olurdaki onuru dövesim geliyor, lan hayat her zaman sakin geçmek zorunda mý aq kavgasýz iliþki mi olur mal;1;1;1;1
tuðçe the yalaakkkk;1;1;1;1
