tweets;1.kisi;2. kisi;3.kisi
"Demek ki anlaþýlmýþ #Atatürk_düþmanlýðý Türk düþmanlýðýdýr #Türk_düþmanlýðý ise #Ýslam_düþmanlýðý!  

Þu da anlaþýlmalý #milliyetçilik ile #ýrkçýlýk #arasýndaki_farký anlamadan #ümmetçilik hatýrýna milliyetçiliði ayaklar altýna alanlar Arabýn ýrkçý emellerinin #hizmetindeler ???? https://t.co/a90W6SSs8e";0;0;0
"@uyanhadi_ Ýtalyan halkýnýn diyn gaðdaþlaðmýza boðazýndan kesip harcadýðý fýsýr €(0).

#diyanetkapatýlsýn

??????????

?????????

#ýrkcýlýk
#ýrkcýyým
#AçýkveNet 
#ZaferPartisi
#KuvâyiMilliye
#MeþaleyiYaktýk
#ÜMMETdeðilTürküz
#unutMADIMAKlimdaq
#AtatürküSe";0;0;0
"Suriye’nin hiçbir bölgesi geri dönüþlere müsait deðil

#haber #gündem #mültecilerledayanýþmaderneði #rapor #bminsanhaklarýofisi #suriyeinsanhaklarýaðý #göçmenler #suriyeliler #ýrkçýlýk #mücadele #hepimizgöçmeniz #göçmenlerkardeþimizdir #refrugeeswelcome https://t.co/R7wzM7M043";0;0;0
"5 soruda ýrkçý saldýrýlar ve göçmenler

#köþeyazýsý #sibelerduman #frontex #ab #eu #ege #eagean #göçmenler #avrupabirliði #yunanistan #greece #olaf  #þiddet #euronews #iklimkrizi #sýnýfmücadelesi  #göçmendüþmanlýðý #ýrkçýlýk #mücadele #hepimizgöçmeniz  https://t.co/CyZHCjazhP";0;0;0
"Frontex, sýnýr kontrolü ve Ege’deki göçmenlerin geri itilmesi
#köþeyazýsý #sibelerduman #frontex #ab #eu #ege #eagean #göçmenler #avrupabirliði #yunanistan #greece #olaf  #þiddet #euronews #iklimkrizi #sýnýfmücadelesi  #göçmendüþmanlýðý #ýrkçýlýk #mücadele https://t.co/9n1DxHheAt";0;0;0
"“Burasý artýk bizim evimiz”

#köþeyazýsý #waseemsiddiqui #diaspora #göçmenler #suriyeliler #ýrkçýlýk #mücadele #hepimizgöçmeniz #refrugeeswelcome #göçidaresi #ýrkçýbaský #göçmen #mülteci #sýðýnmacýlar  #NoToRasicm  #zorlayerindenedilme #forceddisplacement  https://t.co/LuSH5iZc3A";0;0;0
"Somalililerle dayanýþma ziyareti
#haber #gündem #saabcafe #somalilokantasý #ýrkçýlýk #göçmendüþmanlýðý #hepimizgöçmeniz #ýrkçýlýðadurde #refrugeeswelcome #somalililer #saabrestaurant #basýnaçýklamasý #notorasicm #göçmenler #göçmenlerkardeþimizdir  https://t.co/DNq30B5iu2";0;0;0
"Göçmenlerin gündemi: 23 Temmuz – 31 Temmuz

#haber #gündem #kimimben #göçmenler #suriyeliler #göçmendüþmanlýðý #ýrkçýlýk #hepimizgöçmeniz #göçmenlerkardeþimizdir #refrugeeswelcome #göçmen #mülteci #sýðýnmacýlar  #notorasicm #göçmenleringündemi  https://t.co/qSRhCYpQVf";0;0;0
"Suriyelilerin Bahçeþehir göletinden kaz çaldýðý iddiasý gerçek deðil

""Bir kere hayvanlar kaz deðil ördek. Sahipleri Suriyeli deðil, Bahçeþehir’de oturan Iraklý bir aile.""

https://t.co/BcyQb8sdlz
#ýrkçýlýðadurde #Notoracism #göçmenler #gocmendusmanligi #ýrkçýlýk #hepimizgocmeniz https://t.co/EG9pFBSWBR";0;0;0
"Göçmenlerin gündemi: 
2 Temmuz – 8 Temmuz 2022
?? Link:
https://t.co/dX6jcXN7ke

#haber #gündem #göçmenler #göçmendüþmanlýðý #ýrkçýlýk #mücadele #hepimizgöçmeniz #göçmenlerkardeþimizdir #refrugeeswelcome #göçmenlereözgürlük #ýrkçýbaský #göçmen #mülteci #sýðýnmacýlar  #NoToRasicm";0;0;0
"Ebu Davud'dan rivayet edildiðine göre Peygamber (sallallahu aleyhi vesellem) þöyle buyurmuþtur: ""Asabiyet için çaðýran, asabiyet için savaþan veya asabiyet için ölen bizden deðildir.""
 #asabiyet 
#ýrkçý 
#ýrkçýlýk 
#suriyeliler 
#??????_????_???????
#yediiklim https://t.co/nmpqqcUZge";0;0;0
"YTB (@yurtdisiturkler ) kayýtlarýna göre, 2021 yýlýnda yurtdýþýndaki Türk vatandaþlarýna yönelik 316 ýrkçý/nefret kaynaklý saldýrý oldu. Bu saldýrýlarýn 
%42’si Almanya’da,
%14’ü Hollanda’da,
%12’si Fransa’da 
kaydedildi. #ýrkçýlýk #nefretsuçu https://t.co/qV49BTALDk";0;0;0
@hakangulten iþçinin  hakkýný vermezsin kurumu batýrmak için elinden geleni yaparsýn kayýp altýnlar nerede? Tbmm arnavutköy pdm görev yapan daðýtýcýyý T.C vatandaþý olduðu hakký olan sorununu meclis de anlatmasý sizi neden rahatsýz etti kime #ýrkcilik yap;0;;0
Yine ABD, yine polis, yine ýrkçý þiddet! https://t.co/fMUt1iNoJZ #ABD #ýrkçýlýk #polis  #Police #þiddet;0;;0
Yine ABD, yine polis, yine iþkence! https://t.co/fMUt1iNoJZ #ABD #polis #abdpolisi #iþkence #ýrkçýlýk;0;;0
"Üstünlük ancak takva iledir.(Halis Bayancuk Hoca)

#ýrkçýlýk
#cemevi
#China
#Taiwan
#Yezid https://t.co/XEMe7PGFhS";0;;0
"Benim bu güne kadar ne Türkiye'ye ne de Türk halkýna bi zararým dokundu. Asýrlardýr bu ülkedeyiz, normal bir þekilde olmasý gerektiði gibi kendi halimizde yaþýyoruz. Evet zararý dokunanlar oldu ama tüm Kürtleri onlarla ayný kefeye koymayýn.
#kürt #ýrkçýlýk #racism";0;;0
"Ümit Bey ýrkçý olmadýðýný, sadece göçmen karþýtý olduðunu iddia ediyordu. Ýþte kafatasýný ölçüt aldýðýný gösteren video.
@umitozdag #irkcilik #kafatascilik https://t.co/OHc12S6YCw";0;;0
@2000zedesi1 @Alllper09 @serefbey bayým bir zahmet az ötede propaganda yapýn. Þehitler siz burada #ýrkçýlýk yapýn diye bu vataný muhafaza etmediler. Onlar #müslüman olduklarý için bu vataný savundular. Çanakkale'de Halep'ten þehit olan yüzlerce insan var ;0;;1
"Irkçýlýk bitmeyecek ama önemli olan görmezden gelmek.. Þimdiye kadar Mardinli Araplardan (yani Türk Araplardan) geldiðime ikna olmak istemeyenler var mesela ??!
 
#ýrkçýlýk https://t.co/pC04RRxG2f";0;;0
"#viktororban #göçmenler #macaristan #avrupa #aynýkültür #uygarlýk #ýrkçýlýk #kültürelkarýþým #göçmenülkesi
Uygarlýðýmýzýn þimdi nasýlsa öyle kalmasýný istiyoruz.. @kozmikturk https://t.co/Yw6gTb5LoN";0;;0
"Irkçýlýktan daha fena bir þey varsa, o da bir Müslümanýn baþka bir Müslümana karþý ýrkçý tutumudur!

#ýrkçýlýk #ýrkçýlýkyapma #islam #islamkardeþliktir https://t.co/mHXBPyfaHb";0;;0
deðerlendirmediniz. 20 milyon #FenerbahçeTaraftarý’ný bir anda #ýrkcýlýk’la, #SavaþSeviciliði ile suçlayanmýþsýnýz. Þunu bilmelisiniz ki: #Fenerbahçe #Taraftarý’nýn birinci #SiyasalNiteliði #Atatürkçü olmasýdýr! Bunu zihninizden çýkartmayýn!;0;;0
"Vereceðim rahatsýzlýktan dolayý üzgünüm ancak, yaratýlan hastalýklý toplumu görmek için önemli bir örnek!
#ýrkcilik #kurt #turk #turkce #kurdistan #turkiye https://t.co/lPtXeaoBjb";0;;0
"https://t.co/vUIcyjE3Xc

Meali: Fiyatlarý belirleyen putumuz

lulu khalifa ??

dýr!

#TÜRK
#ýrkcýlýk
#ýrkcýyým
#Türkçülük
#TürkMilleti
#ZaferPartisi
#sessizistila
#azKaldý
#sürtüðe
#sürtük
#enflasyon

#TarikatlarKapatýlsýn
#Hamamböceði
#zararlýhaþere
S A L T A N A T B Ý T T Ý";0;;0
"#Ýspanyol gazeteciyi #Afgan diye dövmüþler. 
???Büyük ekonomik savaþýn yaþandýðý günümüzde #Taksim gibi bir yerde turiste saldýrýlýyorsa, #ýrkçýlýk hainlik düzeyine gelmiþtir.
???Saldýrganlar nefret suçundan yargýlanmalý.
???Suç duyurusunda bulunuyorum.
https://t.co/0TBIaNY724 https://t.co/J79H3EiwxR";0;;0
"Hadsiz bir kaç siyasetçi taciz gibi suçlarý yabancýlarla eþleþtirmeye çalýþýp dururlarsa, geri zekalý birkaç genç onlara uyup masum yabancý bir kiþiye iftira atýp vururlarsa, onlarla birlikte o siyasetçiler de suçlular ve yargýlanmalýlardýr

#ýrkcýlýk";1;;1
"Hep söyledim.. en çok ýrkçýlýðý yapanlar aslen kökü #ýrkçýlýk yaptýðý milletten olmayanlardýr çünkü hep kendileri aidiyet eksikliði yaþarlar ve bunun üstünü örtmek için aþýrýya giderler ...
#ýrkcýlýðahayir 
#UmitOzdag https://t.co/1Wm9jjeZsm";0;;0
"Irkçý paylaþým yapan 4 öðretmene dava açýldý 

DETAYLAR: https://t.co/x5E7LBrss3 

#ýrkçýlýk #öðretmen #haber #haberler";0;;0
"@baharayvazoglu Bunlarýn derdi Ýslamla, Araplar felan deðil.
Arapça yazý gördükleri zaman Kuduruyorlar.
Kininizde boðulun ÝNÞAALLAH...
#SONDAKÝKA
#ýrkcýlýk
#SedatPeker
#sessizistila
Ümit Özdað";0;;0
"Aslýnda her insana ayný gözle bakmasý gereken solcu partiler artýk #ýrkçýlýk ve #faþizm uyguluyorlar
Sað partiler daha sevecen kalýyor";0;;1
"Medeniyetin vahþi cehaleti! 
Türkiye’ de bunu yapsýn perde diye pencereye asarlar bu mahlukatý. 
Çünkü Türk Milleti Milliyetçilikle ýrkçýlýðýn farkýný iyi bilir! 

#ýrkçýlýk https://t.co/6WEPpnnvU4";1;;1
"@notkoncom #Milliyetçilik daha doðrusu #ýrkçýlýk  Amerika ve Avrupa tarihinde bir kara leke iken yýl olmuþ 2022, yeniden #Türkiye de hayat buluyor.. 
Yazýk  çok yazýk.... 
Sessiz kalanlar, bu zulmün ortaðýsýnýz 
@mhp @adalet_bakanlik @TC_icisleri";0;;1
"ABD Philadelphia’da, Sesame Street tema parkta dolaþan kukla karakter Rosita’nýn, iki siyahi çocuðu görmezden geldi. 

Çocuklarýn ailesi avukat tutarak haklarýný arayacaðýný açýkladý.
#abd #ýrkçýlýk https://t.co/Y1optrkd9l";0;;0
"Bir ispanyalý gazeteci ve eþini ýrkçýlar tarafýndan suriyeli sanýp dövmüþler..  ýrkçýlýk bitmez. Allah bin belasý versin bunun gibi insanlara.
#Suriyeliler 
#ýrkçýlýk
#gazeteci";0;;1
Kafalar deðiþmez #ýrkçýlýk #abd https://t.co/xbqHMH8ewB;0;;0
"Ülkemizde son zamanlarda ýrkçýlýk, özellikle de Arap düþmanlýðý bilinçli olarak yaygýnlaþtýrýlýyor!
Devletimiz artan bu tehlikeye/tehdide karþý gerekli tedbirleri almalý!
Ey ýrkçýlýk; sen ne korkunç bir þeymiþsin ki kardeþleri birbirine düþman ediyorsun!
#Irkçýlýk #ArapDüþmanlýðý https://t.co/LkG904DZOd";0;;0
"Artýk Türkiye'nin de bir #LePen veya  #Wilders'i var ve bu yüzden her þey eskisi gibi olmayacak; hiç karþýlaþmadýðýmýz þeylerle karþýlaþacaðýz. Eðer erkenden gerekli tedbirler alýnmazsa, utanarak söylüyorum ki, artýk bizim de #ýrkçýlýk sorunumuz olacak.";0;;0
Ortaköy çok tuhaf bir yer haline geldi.   #ýrkçýlýk;0;;0
#ýrkçýlýk psikolojik rahatsýzlýðýn bir belirtisidir. Psikolojik entegrasyon eksikliðinin, özgüven eksikliðinin ve içsel güvensizliðin bir iþaretidir. Ýstikrarlý bir benlik duygusuna ve güçlü bir içsel güvenliðe sahip psikolojik olarak saðlýklý insanlar #ýrkçý deðildir, çünkü grup;0;;0
"@mufidyuksel olmasa kimse bu #Arap düþmanlarýna dur demeyecek. Herkes bu ýrkçý ve kin dolu paylaþýmlar karþýsýnda sustuðu için @Aysunalmd gibileri meydanda at oynatýyor.
#ýrkçýlýk 
#tarihsahtekarlýðý 
#araplar https://t.co/AegjT7Ro25";0;;0
Çok yakýn zamanda dünya çapýnda iki çeþit virüs yaygýnlaþtýðýný gördük. Biri de Corona, aþý alarak önlem ala bildiðimiz bu salgýný da atlattýk gibi. Ama beynleri zehirleyen ve dinimiz Ýslamda yasaklanan #ýrkçýlýk virüsüne  karþý kendimizi kurtarmak için tedbirler ala bildik mi ?;0;;0
Ekonomik sorunlar #ýrkçýlýk olarak yükseliyor…!;0;;0
"Kardeþim senden tüm CHP'liler adýna özür diliyorum. Bu CHP'liler malesef haddini ve hududunu aþmýþtýr. Siyaset yapma adý altýnda tehdit, darp, hakaret ve ýrkçýlýk yaparak inalsanlarý zor durumda býrakýyor.
@kilicdarogluk
@herkesicinCHP
#Irkçýlýk
#lanet
https://t.co/gE6BV11nV1";1;;1
"Halkýný öldüren hain bir baþkanýn kucaðýna asla dönmeyiz ..
bu çocuklarýn suçu neydi de öldü , bunlar mý terörist ??
Allah belaný versin esad 
#suriye #idlib #ýrkçýlýk #suriyeliler #esad https://t.co/O0Lm2p96j9";0;;1
"Irkçýlýk yapan emlakçýya ceza https://t.co/08UhEw8iKh 

#ýrkçýlýk #emlakçý #ceza #siyahi";0;;0
"SÝYAHÝ VATANDAÞA EV VERMEYEN EMLAKÇIYA CEZA 
#ýrkçýlýk #emlak #konut #emsal #karar 
https://t.co/mCLbU4ZSwX https://t.co/k5qXJmvYwh";0;;0
@NaciyeBatkitar @m_sergikaya @uzunabdurrahman Burada da bir #ýrkcýlýk görüyor musunuz? https://t.co/V8o16BsiFU;0;;0
"????Kimse bana gelip bir suriyeli çocuðun videosu ile kardeþlik edebiyatý yapmasýn. Benim kardeþim Konya'da 12 yaþýndaki üzerine kezzap dökülen çocuktur, her gün yollarda tacize uðrayan genç Türk kýzlarýmýzdýr,17 yaþýnda kalbinden býçaklanan Batuhan'dýr.
#IrkçýDeðilTürküm
#ýrkçýlýk";0;;0
Ýnsanlýða bahþedilen akýl ve vicdanýn dile hükmettiði güzel yarýnlar dileðiyle.. #beninsanim #ýrkcýlýk;0;;0
"Ýstanbul'da bir sokak röportajýnda çevresini saran onlarca kiþinin ýrkçý söylemlerine karþý 17 yaþýndaki Halepli Ahmed böyle cevap verdi.
Evet biz insanýz ve bütün bu çabamýz her þeye raðmen ""insan"" kalabilmek için.
Bu ýrkçýlýk zihniyeti olduðu sürece biz bir olamayýz
#ýrkcýlýk https://t.co/jbrsVWxVfs";0;;0
"@z_avn_ Herkes farklý herkes eþit.
 #ýrkçýlýk";0;;0
@yenisafak Çok acý .... Cidden bu #ýrkçýlýk ne zaman son bulucak !!!;0;;0
"#deprem Irkçý faþist böçekler Herkes insan
GAMZE BODUR TUTUKLANSIN 
#intihar 
#ýrkcýlýk https://t.co/J2gSRsioiX";1;;1
"#ýrkçýlýk 
Yanlýþý kim yaptýysa tepki ona verilir suçu olmayan masum birine bu kadar yüklenemezsin bu apaçýk bir  zulümdür sen olsan ne yapardin bir düþün bakalým ait olduðun ýrký sen seçemiyor sun  ama iyi olmayý ve kötü olmayý seçebiliyorsun https://t.co/jWfHrD0pUe";0;;0
"ÜSTÜNLÜK ANCAK TAKVADADIR... Birinin ýrký diðerinden üstün deðildir. Birbirlerine ýrk üstünlüðü içine girmek ancak Avrupanýn alçak adetlerindendir.. 
#BenBirÝnsaným #ýrkcýlýk";0;;0
"Yeryüzünde  #Türkaskeri kadar;
mazluma  merhametli,
Zalime gaddar hiç bir ordu yoktur..
#Cumhurbaskanýkararý
#ýrkcýlýk 
#Cahil https://t.co/teJmo1usWB";0;;0
"#BenBirÝnsaným
#ýrkcýlýk
#Suriyeli
 17 yaþýndaki bir çocuða karþý ýrkçýlar ve ýrkçý olmadýklarýný söylüyorlar??.. https://t.co/kKFCwNHZQw";0;;0
"Masum bir çocuðu “BEN BÝR ÝNSANIM”diye kendini savunmak zorunda býrakma zavallýðý! 
Evet bu çocuk ""bir insan!"" Peki siz nesiniz gerçekten?

#BenBirÝnsaným  #Suriyeli #beninsanim #BenimYerimBurasý #Kardeþlik #ýrkcýlýk https://t.co/RHidhOPlrS";0;;0
"Ýngiliz gibi giyinir
Ýsviçreli gibi evlenir
Ýtalyan gibi ceza alýr
Fransýz gibi eðitim alýr
Yunan gibi yaþar....
Bir de üstüne ýrkçýlýk yapar. 

Kardeþim senin ýrkýn kalmamýþki ýrkçýlýk yapýyorsun...
#Irkçýlýk #Suriyeli #KemalizmYargýlansýn";0;;0
"Kimse bana gelip bir suriyeli çocuðun videosu ile kardeþlik edebiyatý yapmasýn. Benim kardeþim Konya'da 12 yaþýndaki üzerine kezzap dökülen çocuktur, her gün yollarda tacize uðrayan genç Türk kýzlarýmýzdýr, 17 yaþýnda kalbinden býçaklanan Batuhan'dýr.
#IrkçýDeðilTürküm
#ýrkçýlýk";0;;0
"Irkçýlýk çok büyük felakettir.
#ýrkcýlýk 
#ýrkcýlýðahayir https://t.co/MfcMwN2zRz";0;;0
#ýrkçýlýk hastalýktýr;0;;0
"Irkçýlýðýn hertürlüsü ayaklarýmýn altýndadýr! 
HZ. MUHAMMED SAV.
#BenBirÝnsaným !
#Suriyeli 
#ýrkcýlýk https://t.co/kCc8UA1nkd";0;;0
Evet ben bir insaným ! #ýrkçýlýk https://t.co/yhMVNbk3Oz;0;;0
Vatan hainlerin bölücülerin toplandýðý #diyarbakýrbarosukapatýlsýn #ýrkçýlýk  #BenBirÝnsaným https://t.co/N3o29mTjPX;0;;0
@HasmetBABA Ýçimizdeki bilindik siyasi #ajan ptovakatorlerin çaldýðý #maya tutmuþ! Güneyde Ukraynalý ve Ruslara karþý tek olumsuz düþünce duydunuz mu? Ama bunlarýn derdi gariban #suriyeli Yaktýklarý bu #ýrkçýlýk ateþinde yanmalarýný diliyorum.;0;;0
"Suriyeli kardeþimize yapýlan ýrkçý saldýrý kabul edilemez. Kýnýyorum...
.
#ýrkçýlýk, tedavi edilmesi gereken bir hastalýktýr. https://t.co/0cj5hQQKAm";0;;0
"Kendi vatanýna karþý yeni arap milleti, kürdistan düþünen baþlý baþýna terördür. Bu vatan Türklerindir ve ebediyen Türklerin kalacaktýr. 

the turkish #suriyeli #ýrkçýlýk";0;;0
"#Irkçýlýk bir ideoloji deðil, psikolojik bir hastalýktýr. Bu itibarla ýrkçýlýk yapanlar hem Türk-Ýslam medeniyetimizden hem insanlýktan nasibini alamamýþ kimselerdir.

Baþ sorumlu da tepeden týrnaða tüm siyaset kurumudur.

Þiddetle reddediyor ve kýnýyorum!

#ÞimdiBirlikVakti https://t.co/2AJwuHKuCi";0;;0
"Irkçýlýk ile ""Zafer"" kazanacaðýný ""Ümit"" eden bir ""Parti baþkaný"" hergün bir yalan söylüyor. Dostlar bu adamýn paylaþýmlarýný gördüðünüzde lütfen Hucurat Suresi 6. Ayeti hatýrlayýn. 
#ümitözdað #ýrkcýlýk #ZaferPartisi";0;;0
"Rabbine karþý seni aldatan nedir???
#Ahiret 
#Ahirzaman 
#Persembe 
#GelsinHayat 
#deprem 
#Bitcoin 
#günaydýn 
#TheTurkish 
#sevgilim 
#izmir 
#OtobüsünAltýndaKaldýlar 
#Suriyeli 
#ýrkcýlýk 
#kuran 
#Turkiye 
#AskKalyJay 
#Kurdistan 
#dilanpolat 
#Ýstanbul https://t.co/94b6tDTw1x";0;;0
"#BenBirÝnsaným 
#ýrkçýlýk 
Müslüman ýrkçý olamaz,zalim olamaz.
Rabbim içimizdeki beyinsizler yüzünden bizleri helak eylemesin???? https://t.co/OqfXKYpOak";0;;
@yenisafak Emperyalistlerin 100 yýl önce çizdiði sýnýr çizgisi üzerinden bir kýsmýmýz Suriyeli, bir kýsmýmýz Türk-Kürt olarak nitelendiriliyoruz. Oysa ki Çanakkale'de dedelerimizin kaderi aynýydý. Bu #ýrkçýlýk tohumunu eken,insanlarý birbirine #düþman ede;0;;0
"Allah Irkçý faþist kemalistleri ýslah etsin.
Islahlarý mümkün deðil ise kahru periþan etsin!

#ýrkçýlýk
Kürt
Türk
Arap";1;;1
Bu ne þimdi arap seviciligimi kralin eteginden öpenler dernegimi acti tagi hala anlamadiginiz ve aptal olarak takinilan konulardan biridir Türkiye göçmen ulkesi degildir ister musluman ister hristiyan veya ne bok olursa olsun senin amerika gibi bir kurulus duzenin yok #ýrkcýlýk;1;;1
"@TurkAvaz #Suriyeli sýðýnmacýlar teröristtir, ýrkçýdýr ve istilacýdýr.

#Ülkemdemülteciistemiyorum 
#ÜlkemdeSýðýnmacýÝstemiyorum 
#sessizistila #Türkiye #ýrkçý #ýrkçýlýk #suriyeliler #Konya";0;;1
"@yenisafakwriter ""Ýnkârcýlara seslenenin durumu, baðýrýp çaðýrmadan baþka bir þey iþitmeyen hayvana haykýran çobanýn durumuna benzer. Onlar saðýr, dilsiz ve kördürler; çünkü onlar düþünmezler."" 
#BenBirÝnsaným 
#ýrkcýlýk 
#suriyeliler https://t.co/4YNf21j";0;;0
"#Irkçýlýk diyerek yumuþatmayýn inceltmeyin, #ýrkçýlýk deðil bu: #FAÞÝSTLÝK. Size gelsin faþistler!
https://t.co/N2ORUSsaeJ";1;;1
"Irkçýlýk üzerinden ya da baþka nedenlerle her fýrsatta insanlarý birbirine düþürme gayretinde olanlar, nefretten beslenenler kendi kininizde boðulursunuz umarým. Benim dinim renk ve ýrk körüdür. Ýnsan olmaktýr esas mesele...
#BenBirÝnsaným 
#ýrkcýlýk";0;;0
#ýrkcýlýk yapýyor diyenler kezzap atýlan çocuðun,öldürülen çocuklarýnýn ailesinin yerine koyun kendinizi.Çok seviyorsanýz komþu olun,evinize alýn,devlet destek versin size Avrupa Ukrayna vatandaþýna veriyor ya.Siz lux otellerde yaþayýn vatandas eziyetini çeksin.??sustum????;0;;0
Bütün Dinler Türk'e ýrkçý olduðu için #ýrkcýlýk var bende;0;;0
"Zahoda öldürülenler Araplar ama milyonlarca Arabý yurdundan eden binlerce Arabýn kanýna giren Pkk ve avanesi birden bire Arap dostu çýkýyor.
Ya siz ne kadar kalitesiz ve aþaðýlýk yaratýksýnýz.
#türkistan
#ýrkcýlýk";0;;0
"#ýrkcýlýk
sorun suriyeliler deil sorun ne idüðü belirsýz insanlarý ülkeye almalarý yani sýnýrlar böyle kontrolsüz olunursa   sorun çýkaran tipler gelir bu da tüm mültecilerin basina patlar";0;;0
#Suriyeli #afgan #Pakistan li mültecilere duyar kasmak için sirinlemeler guzellemeler yapanlara ýrkçýlýk yapmayýn diyenlere þu çocuðun baþýna gelenlerin aynýsýný kendi evlatlarina kendilerine yapýldýðýný 1 dakika olsun düþünmelerini istiyorum sadece 1 dakika #ýrkcýlýk #deprem https://t.co/XsmFrP2s8b;0;;0
Aynn kardeþim sen nufusu 16 milyondan fazla olan sehre araplarý doldurup 20 milyon yaparsan ben araplar yüzünden otobüse binemiyosam kusura bakmayýn ama ben ýrkcýyým bana dokunmayan yýlan bin yasasýn ama dokunursa ýrkcý olurum istemem #ýrkcýlýk #Suriyeli;0;;0
Büyük Türkiye Cumhuriyeti güzel ülkemiz kocaman bir Ortadoðu çöplüðüne döndü, Ortadoðulular cani sapýk sapkýn iðrenç ve vahþiler. Kültürleri yaþam tarzlarý böyle çünkü asla adapte olamazlar kendi topraklarýna geri dönmeleri lazým. Youtube'ta bir suru belgesel var izle! #ýrkcýlýk;1;;1
"#BenBirÝnsaným sen bir insansýn da karþýnda duranlar için ayný þeyi ne yazýk ki söyleyemeyeceðim... Siz utanç ve üzüntü kaynaðýndan fazlasý deðilsiniz! Sizi gören koca koca insanlar sanar ama deðilsiniz! Size daha neler denir de benim bir çizgim var... 
#ýrkcýlýk";1;;1
Ya sýrf ses yükseliyor reyting alýrýz diye herkesin sözünü kesen aðzýndan tükürükler saçarak konuþan þu Ersan Þen denen sevimsiz þeyi programlarýnýza davet etmeyin noolur #HabertürkGündem #ýrkcýlýk;1;;1
"#ýrkçýlýk #beratalbayrak #türkiye #adaletbakanlýðýmuelakatsonuclarý
#maltepe
#sahte??SÝZCE TÜRKÝYE'DE ADALET VARMI?";0;;0
Düzensiz göçe,kaçak mülteci meselesine biz de karþýyýz ama þu görüntülere bir bakýn!Milletimiz henüz reþit bile olmayan 17 yaþýndaki bir çocuða 21. asýrda cumhuriyetle idare edilen bir ülkede,dinimize ve örfümüze aykýrý bir þekilde #ýrkçýlýk yapýp nefret kusacak kadar alçalýyor. https://t.co/bX7xczvZhU;0;;0
"Nefretiniz, kininiz; vicdanýnýzýn  dininizin önüne geçmiþ..
#ýrkcýlýðahayir
#ýrkçýlýk";0;;0
"#ýrkcýlýk #IrkcýlýðaHayýr 
BEN BÝR ÝNSANIM https://t.co/3Hi9Rn8kT4";0;;0
"Bir seyleri elestirecez diye insanliginizi kaybediyorsunuz bu dunya hepimize yetecek kadar buyuk #ýrkcýlýk  yapmaya gerek yok.
 #BenBirÝnsaným 
#suriyeliler";0;;0
#ýrkcýlýk  Þu çocuðun bu memlekette bu hale düþmesi ne acý ve kepazelik. Allah'ým çocuðun yolunu,bahtýný herseyini açsýn. Digerlinede akýl fikir versin ag Sizin yüzünüzden rezil olmaktan býktým Ne biçim insan ne biçim  Müslüman ne biçim Türksunuz! Sýfýr sýfýr sýfýrsiniz!;1;;1
"#ýrkcýlýk
 yapmak ile anne ile zina etmek eþdeðer günahtadýr 
ýrçýlýk";0;;0
"@rumeysa_elci Çölüne dön!!
#Suriyeli #ýrkcýlýk https://t.co/XobmKRc70Q";0;;1
"Ben izlerken utandým!

#ýrkcýlýk
#IrkçýlýðaHayýr";0;;0
"Irkçýlýk ideolojik bir düþünce deðil,  
Aksine psikolojik bir hastalýktýr..

#Suriyeli #ýrkcýlýk https://t.co/LZeDc5PynK";0;;0
#ýrkçýlýk yapma diye baþlayan bütün cümlelerin anasýný sikim;1;;1
Türküz dememizi bunlar ve bunlarýn kriptolarý #ýrkçýlýk sayýyor. Sesimizi çýkarmadan onlarý sýrtýmýzda taþýmamýzý istiyorlar;0;;0
"Lütfen artýk kendi ülkemizde #Suriyelilerin, #Afganlarýn, #Pakistanlýlarýn, #Ermenilerin, #Rumlarýn ve Sefarad #Yahudilerinin Türk milletine uyguladýklarý #ýrkçýlýk yetti de arttý, --&gt;";0;;0
@yaseminabayhan Kimse bana gelip bir suriyeli çocuðun videosu ile kardeþlik edebiyatý yapmasýn. Benim kardeþim Konya'da 12 yaþýndaki üzerine kezzap dökülen çocuktur, her gün yollarda tacize uðrayan genç Türk kýzlarýmýzdýr, 17 yaþýnda kalbinden býçaklanan ;0;;0
"Beki Çanakkaledeki þehitlerin ismi sen okudun mu kardeþim ?
#benbirinsaným 
#Suriyeli 
#ýrkcýlýðahayir 
#ýrkcýlýk https://t.co/jY4uf4HLxT";0;;0
"???????? Bunu zekice buluyor ve  seviyorsunuz ama deðil mi her mesajin altýnda..
Bu arada al evinde besle...
#Suriyeli #ýrkcýlýk
Irkçýlýk https://t.co/m7sES2tDSj";0;;0
"#benbirinsaným 
#Suriyeli 
Bu genç savaþ olduðunda çocuktu sadece 6 yaþýndaydý 
#ýrkçýlýk kötü bir hastalýk https://t.co/oD06EXxRDR";0;;0
"@dailyislamist Irkçýlýk aðýr psikolojik ve nevrotik bir hastalýktýr.
Irkçýlýk faþizmin ana koludur.
Irkçýlýk cahilin sýðýnaðýdýr,
Bölmek ve yok etmek ister.
Irkçýlýk özgürlüðün düþmanýdýr,
Ben bir insaným diyeni deðil kendisi gibi olmayaný kabul etmez.
#ý";0;;0
